"Supplier","PartID","Cost.Per.Unit","Quantity"
"Supplier A",10000698,1.59,2390073644
"Supplier A",10000699,82.54,1243374443
"Supplier A",10000700,28.4,4089839635
"Supplier A",10000701,72.28,7295423842
"Supplier A",10000702,81.51,2098349273
"Supplier A",10000703,12.38,8474480577
"Supplier A",10000704,18.17,5711830119
"Supplier A",10000705,43.46,6910516169
"Supplier A",10000706,37.8,1570560213
"Supplier A",10000707,45.22,9689896073
"Supplier A",10000708,42.14,9601458874
"Supplier A",10000709,73.63,4606856345
"Supplier A",10000710,18.22,7029613766
"Supplier A",10000711,10.91,7100455920
"Supplier A",10000712,71.29,5554357013
"Supplier A",10000713,80.88,5755097078
"Supplier A",10000714,39.64,4004728674
"Supplier A",10000715,27.62,7627829886
"Supplier A",10000716,98.26,1524378217
"Supplier A",10000717,56.18,4888597949
"Supplier A",10000718,33.79,6093750535
"Supplier A",10000719,85.94,6325180208
"Supplier A",10000720,51.52,8797791074
"Supplier A",10000721,85.04,6414325392
"Supplier A",10000722,90.27,8281569844
"Supplier A",10000723,85.54,7080980798
"Supplier A",10000724,49.18,2178677686
"Supplier A",10000725,70.99,8815116608
"Supplier A",10000726,7.73,8894628702
"Supplier A",10000727,98.45,1025916650
"Supplier A",10000728,19.93,9945681471
"Supplier A",10000729,36.15,9700075663
"Supplier A",10000730,38.25,3224181559
"Supplier A",10000731,16.62,8847146155
"Supplier A",10000732,19.94,8213384342
"Supplier A",10000733,72.52,4802067914
"Supplier A",10000734,27.66,3219048724
"Supplier A",10000735,79.36,4519064938
"Supplier A",10000736,62.63,5126340658
"Supplier A",10000737,92.53,1669024930
"Supplier A",10000738,2.49,1853719315
"Supplier A",10000739,67.17,1678669092
"Supplier A",10000740,6.07,8636198762
"Supplier A",10000741,64.13,1160246442
"Supplier A",10000742,66.78,4879899997
"Supplier A",10000743,87.42,7348361066
"Supplier A",10000744,57.99,1171559089
"Supplier A",10000745,6.27,6860687393
"Supplier A",10000746,8.83,4771144324
"Supplier A",10000747,29.31,8880286143
"Supplier A",10000748,78.31,9712722792
"Supplier A",10000749,56.55,4082352242
"Supplier A",10000750,18.88,4389686493
"Supplier A",10000751,13.35,2844048224
"Supplier A",10000752,42.77,6634301626
"Supplier A",10000753,76.85,8513097349
"Supplier A",10000754,18.68,1176619705
"Supplier A",10000755,62.94,4845611747
"Supplier A",10000756,81.75,1180911315
"Supplier A",10000757,5.03,4231535213
"Supplier A",10000758,26.41,7182063874
"Supplier A",10000759,60.84,4566633091
"Supplier A",10000760,67.64,3532022305
"Supplier A",10000761,76.08,2116311137
"Supplier A",10000762,60.53,1001862616
"Supplier A",10000763,69.6,3986572997
"Supplier A",10000764,40.98,3457690567
"Supplier A",10000765,46.14,1355645665
"Supplier A",10000766,41.15,5937179190
"Supplier A",10000767,45.41,4074796020
"Supplier A",10000768,34.97,4905380458
"Supplier A",10000769,85.6,6164406922
"Supplier A",10000770,84.7,6630041022
"Supplier A",10000771,72.22,8541191587
"Supplier A",10000772,36.28,7738075912
"Supplier A",10000773,76.3,2000274400
"Supplier A",10000774,5.42,5995532841
"Supplier A",10000775,61.67,8903319365
"Supplier A",10000776,22.42,9159710127
"Supplier A",10000777,90.25,5418496743
"Supplier A",10000778,61.05,1626798950
"Supplier A",10000779,64.43,7759170149
"Supplier A",10000780,96.89,4726809086
"Supplier A",10000781,87.77,8849054548
"Supplier A",10000782,50.6,4158152837
"Supplier A",10000783,14.62,1583227574
"Supplier A",10000784,21.74,6096973170
"Supplier A",10000785,8.97,8486979483
"Supplier A",10000786,76.61,6139698154
"Supplier A",10000787,10.12,9994864713
"Supplier A",10000788,45.29,1680966169
"Supplier A",10000789,72.89,1032353972
"Supplier A",10000790,55.3,1494990523
"Supplier A",10000791,11.28,4267767080
"Supplier A",10000792,26.18,2998262827
"Supplier A",10000793,77.67,4139956218
"Supplier A",10000794,15.14,8717149509
"Supplier A",10000795,69.62,4357582643
"Supplier A",10000796,23.13,4316479189
"Supplier A",10000797,91.37,2931692523
"Supplier A",10000798,87.82,2884828647
"Supplier A",10000799,74.99,4034637507
"Supplier A",10000800,13.47,3224757988
"Supplier A",10000801,2.39,7795975995
"Supplier A",10000802,68.5,6102337324
"Supplier A",10000803,62.75,7278066105
"Supplier A",10000804,62.08,4907355609
"Supplier A",10000805,22.92,2953953703
"Supplier A",10000806,40.28,4062364656
"Supplier A",10000807,14.91,9778800726
"Supplier A",10000808,98.2,8444035875
"Supplier A",10000809,79.49,5294002823
"Supplier A",10000810,24.77,3533714344
"Supplier A",10000811,77.69,5516472082
"Supplier A",10000812,43.05,7924822612
"Supplier A",10000813,76.49,3352794051
"Supplier A",10000814,56.97,8669037405
"Supplier A",10000815,19.79,5619748560
"Supplier A",10000816,87.86,3575196662
"Supplier A",10000817,86,2918855209
"Supplier A",10000818,12.77,1580220538
"Supplier A",10000819,5.92,7043274166
"Supplier A",10000820,4.94,3762778907
"Supplier A",10000821,89.96,1832332901
"Supplier A",10000822,90.5,8801526463
"Supplier A",10000823,54.48,7717227605
"Supplier A",10000824,44.84,6824687093
"Supplier A",10000825,10.74,1573394341
"Supplier A",10000826,99.39,4847783453
"Supplier A",10000827,30.73,5968464885
"Supplier A",10000828,36.16,6290589998
"Supplier A",10000829,10.49,2802286805
"Supplier A",10000830,23.52,8587854905
"Supplier A",10000831,88.1,4779067435
"Supplier A",10000832,30.62,5880736482
"Supplier A",10000833,89.34,2451268985
"Supplier A",10000834,21.33,8488914280
"Supplier A",10000835,73.6,6928553729
"Supplier A",10000836,35.2,2458577487
"Supplier A",10000837,3.2,8105011885
"Supplier A",10000838,87.21,6501608562
"Supplier A",10000839,41.57,3554486817
"Supplier A",10000840,63.98,9777571846
"Supplier A",10000841,70.07,6554505489
"Supplier A",10000842,68.34,3411021302
"Supplier A",10000843,80.03,4560064605
"Supplier A",10000844,8.49,2482293589
"Supplier A",10000845,69.95,4139052441
"Supplier A",10000846,46.87,6579600786
"Supplier A",10000847,95.4,2453251523
"Supplier A",10000848,92.08,6340972258
"Supplier A",10000849,93.03,3511258951
"Supplier A",10000850,12.66,7567837953
"Supplier A",10000851,84.46,7713340079
"Supplier A",10000852,18.08,5408171094
"Supplier A",10000853,79.05,7508974509
"Supplier A",10000854,7.25,3500299427
"Supplier A",10000855,71.1,3962412488
"Supplier A",10000856,21.41,1555951601
"Supplier A",10000857,39.08,1738072584
"Supplier A",10000858,83.5,3902752379
"Supplier A",10000859,51.11,4014403284
"Supplier A",10000860,46.19,8429903171
"Supplier A",10000861,81.22,2341321164
"Supplier A",10000862,53.83,3734831423
"Supplier A",10000863,24.34,2837673484
"Supplier A",10000864,74.87,7421586746
"Supplier A",10000865,77.38,7603529694
"Supplier A",10000866,6.4,7348080404
"Supplier A",10000867,88.45,7474938645
"Supplier A",10000868,23.97,7431482040
"Supplier A",10000869,30.71,3999848097
"Supplier A",10000870,29.01,4711059767
"Supplier A",10000871,37.48,3396396803
"Supplier A",10000872,64.7,7574826952
"Supplier A",10000873,81.13,8180276156
"Supplier A",10000874,83.19,2127347753
"Supplier A",10000875,2.51,1760389196
"Supplier A",10000876,79.32,5746008739
"Supplier A",10000877,26.4,4732567113
"Supplier A",10000878,4.89,5013628136
"Supplier A",10000879,33.68,5297866888
"Supplier A",10000880,86.16,9279386860
"Supplier A",10000881,19.17,5841464936
"Supplier A",10000882,35.43,9486464441
"Supplier A",10000883,72.78,7366186467
"Supplier A",10000884,92.79,7342059954
"Supplier A",10000885,4.38,5561930096
"Supplier A",10000886,48,3499495517
"Supplier A",10000887,61.65,8231368979
"Supplier A",10000888,48.93,2136119268
"Supplier A",10000889,97.24,4363842638
"Supplier A",10000890,65.11,8780101478
"Supplier A",10000891,77.18,4416728948
"Supplier A",10000892,61.74,5029305686
"Supplier A",10000893,69.81,9088112406
"Supplier A",10000894,5.94,4323818130
"Supplier A",10000895,43.88,7799211973
"Supplier A",10000896,29.78,5865909409
"Supplier A",10000897,62.6,4613743935
"Supplier A",10000898,79.76,5781313529
"Supplier A",10000899,23.56,8265847400
"Supplier A",10000900,72.44,6705844503
"Supplier A",10000901,83.66,8596406660
"Supplier A",10000902,64.33,9829278569
"Supplier A",10000903,30.64,3583418426
"Supplier A",10000904,5.38,4987359568
"Supplier A",10000905,42.32,3755807541
"Supplier A",10000906,49.64,9362854086
"Supplier A",10000907,11.04,2676420600
"Supplier A",10000908,35.72,1458924640
"Supplier A",10000909,28.08,6913265471
"Supplier A",10000910,82.38,2336113068
"Supplier A",10000911,48.83,9585744206
"Supplier A",10000912,31.86,8986155153
"Supplier A",10000913,24.33,8768175455
"Supplier A",10000914,22.96,9781866839
"Supplier A",10000915,18.21,6889180614
"Supplier A",10000916,95.03,9164347436
"Supplier A",10000917,97.12,6925244966
"Supplier A",10000918,85.21,8702870765
"Supplier A",10000919,55,2797677876
"Supplier A",10000920,68.29,9299569446
"Supplier A",10000921,76.45,1737969619
"Supplier A",10000922,41.38,7002365058
"Supplier A",10000923,29.36,7606052023
"Supplier A",10000924,96.7,2269315074
"Supplier A",10000925,96.96,6607529799
"Supplier A",10000926,62.28,2378814185
"Supplier A",10000927,89.56,6135648101
"Supplier A",10000928,66.9,5732737058
"Supplier A",10000929,96.27,2453522563
"Supplier A",10000930,78.11,1723208650
"Supplier A",10000931,5.09,5108643079
"Supplier A",10000932,97.7,1989931743
"Supplier A",10000933,40.72,3868658891
"Supplier A",10000934,15.88,3675122448
"Supplier A",10000935,50.16,5367114958
"Supplier A",10000936,8.58,7201818366
"Supplier A",10000937,68.68,8039472490
"Supplier A",10000938,21.65,1449081477
"Supplier A",10000939,4.99,8335383623
"Supplier A",10000940,57.98,5338455291
"Supplier A",10000941,20.4,6136945346
"Supplier A",10000942,88.99,1109790272
"Supplier A",10000943,36.96,4089693001
"Supplier A",10000944,12.23,9608119840
"Supplier A",10000945,25.25,9530923701
"Supplier A",10000946,34.8,8509716100
"Supplier A",10000947,88.33,7205032441
"Supplier A",10000948,93.68,5883698668
"Supplier A",10000949,76.24,6827206663
"Supplier A",10000950,31.38,8454727459
"Supplier A",10000951,4.48,7704424165
"Supplier A",10000952,59.12,4154494350
"Supplier A",10000953,52.67,4530669683
"Supplier A",10000954,91.74,3516583156
"Supplier A",10000955,78.69,5219949521
"Supplier A",10000956,85.43,4625166463
"Supplier A",10000957,20.7,4068481986
"Supplier A",10000958,46.41,9623858324
"Supplier A",10000959,86.12,5031285211
"Supplier A",10000960,70.43,8308252014
"Supplier A",10000961,49.22,7619643165
"Supplier A",10000962,73.03,3783821620
"Supplier A",10000963,26.64,5342145673
"Supplier A",10000964,70.49,9323942416
"Supplier A",10000965,59.26,8050361427
"Supplier A",10000966,2.4,7630264286
"Supplier A",10000967,90.56,9558061222
"Supplier A",10000968,79.17,7202003462
"Supplier A",10000969,26.81,4623956661
"Supplier A",10000970,2.43,5369453142
"Supplier A",10000971,67.16,2027757822
"Supplier A",10000972,63.82,5476632943
"Supplier A",10000973,62.94,3537698550
"Supplier A",10000974,46.64,9225045135
"Supplier A",10000975,82.69,7468510798
"Supplier A",10000976,99.55,7784388074
"Supplier A",10000977,84.71,7091821844
"Supplier A",10000978,97.72,3539565303
"Supplier A",10000979,18.25,8560600352
"Supplier A",10000980,24.65,8019953489
"Supplier A",10000981,73.06,8968795417
"Supplier A",10000982,32.4,9935064698
"Supplier A",10000983,42.31,2861037610
"Supplier A",10000984,99.95,1548729746
"Supplier A",10000985,12.87,4375651196
"Supplier A",10000986,52.54,6970265863
"Supplier A",10000987,15.7,7012393676
"Supplier A",10000988,40.1,6017255289
"Supplier A",10000989,45.76,5910685401
"Supplier A",10000990,91.12,1423735469
"Supplier A",10000991,71.94,2924453800
"Supplier A",10000992,80.23,3598994094
"Supplier A",10000993,12.56,7660369384
"Supplier A",10000994,67.63,1659257945
"Supplier A",10000995,89.07,7244952899
"Supplier A",10000996,49.89,5186310914
"Supplier A",10000997,42.92,8846067519
"Supplier A",10000998,52.35,8154837756
"Supplier A",10000999,26.43,3628638638
